Date,CityCode,CityName,BaiduIndex
2020/1/1,420800,荆门市,212.6348906
2020/1/1,420900,孝感市,238.5079829
2020/1/1,421000,荆州市,256.161942
2020/1/1,421100,黄冈市,221.6495683
2020/1/1,421200,咸宁市,288.0882637
2020/1/1,421300,随州市,213.3312529
2020/1/1,422800,恩施土家族苗族自治州,277.8952242
2020/1/1,429004,仙桃市,303.0854554
2020/1/1,429005,潜江市,244.589499
2020/1/1,429006,天门市,230.5197255
2020/1/1,429021,神农架林区,176.343451
2020/1/1,430100,长沙市,391.3649822
2020/1/1,430200,株洲市,283.571245
2020/1/1,430300,湘潭市,206.1814835
2020/1/1,430400,衡阳市,267.0826354
2020/1/1,430500,邵阳市,302.8846757
2020/1/1,430600,岳阳市,274.3366587
2020/1/1,430700,常德市,297.1705028
2020/1/1,430800,张家界市,194.1458287
2020/1/1,430900,益阳市,304.1814145
2020/1/1,431000,郴州市,201.6080738
2020/1/1,431100,永州市,233.7149893
2020/1/1,431200,怀化市,272.5449678
2020/1/1,431300,娄底市,244.1793901
2020/1/1,433100,湘西土家族苗族自治州,216.6501465
2020/1/1,440100,广州市,617.5126505
2020/1/1,440200,韶关市,244.8219374
2020/1/1,440300,深圳市,447.5041573
2020/1/1,440400,珠海市,290.3508022
2020/1/1,440500,汕头市,243.912702
2020/1/1,440600,佛山市,278.9721022
2020/1/1,440700,江门市,271.4831496
2020/1/1,440800,湛江市,295.2711963
2020/1/1,440900,茂名市,288.3774988
2020/1/1,441200,肇庆市,270.322483
2020/1/1,441300,惠州市,268.543393
2020/1/1,441400,梅州市,242.5570745
2020/1/1,441500,汕尾市,304.0844892
2020/1/1,441600,河源市,215.7165736
2020/1/1,441700,阳江市,271.6065513
2020/1/1,441800,清远市,225.3962253
2020/1/1,441900,东莞市,305.3342246
2020/1/1,442000,中山市,297.6238895
2020/1/1,445100,潮州市,206.6979678
2020/1/1,445200,揭阳市,224.8488382
2020/1/1,445300,云浮市,216.6808784
2020/1/1,450100,南宁市,262.1735076
2020/1/1,450200,柳州市,333.5510644
2020/1/1,450300,桂林市,308.2641515
2020/1/1,450400,梧州市,201.0833261
2020/1/1,450500,北海市,254.1667393
2020/1/1,450600,防城港市,293.1125255
2020/1/1,450700,钦州市,247.563222
2020/1/1,450800,贵港市,214.8515937
2020/1/1,450900,玉林市,309.9819504
2020/1/1,451000,百色市,238.3394714
2020/1/1,451100,贺州市,230.6081162
2020/1/1,451200,河池市,203.4286093
2020/1/1,451300,来宾市,185.5233039
2020/1/1,451400,崇左市,215.8409957
2020/1/1,460100,海口市,267.8982933
2020/1/1,460200,三亚市,202.022
2020/1/1,460300,三沙市,NA
2020/1/1,460400,儋州市,235.6259924
2020/1/1,469001,五指山市,205.6177535
2020/1/1,469002,琼海市,204.0763518
2020/1/1,469005,文昌市,185.0512361
